SampleID,Actual log1p PCN,Predicted log1p PCN,Actual_PCN,Predicted_PCN
4680,0.931400679,1.725355278,1.538061699,4.614515389
3143,0.767822671,1.182128932,1.155068848,2.261309924
8556,2.240378516,2.656449678,8.396887487,13.24562266
1579,0.604564081,0.841823889,0.830454105,1.320595628
9691,3.000739835,1.909656592,19.1004024,5.750770132
3077,0.76000269,1.593924577,1.138281972,3.923031883
9578,2.925625763,1.91525499,17.64589031,5.788669619
6074,1.145380135,2.942881731,2.143636136,17.97043531
5786,1.090999007,0.786758343,1.977246878,1.196265335
173,0.295486189,0.636029139,0.343779531,0.888965149
5579,1.060584903,1.221383982,1.88805973,2.391878786
169,0.294582521,0.615528472,0.342565749,0.85063435
7144,1.419529854,0.916570054,3.135175847,1.500698403
8156,1.979203784,1.497907896,6.236978493,3.472322712
3126,0.76476998,0.65683988,1.14850012,0.928687809
8463,2.175862724,3.011477988,7.809782255,19.31740663
1722,0.622670109,1.058213424,0.863898215,1.881218872
1053,0.526262609,0.640397742,0.692594585,0.897235339
2836,0.734008558,0.716482765,1.083415383,1.047219979
3509,0.804245638,0.525535885,1.235009856,0.691364983
554,0.426865791,0.594046012,0.53244698,0.81130216
6300,1.18584335,0.904758654,2.273446319,1.471335404
4607,0.923082825,0.845995536,1.517038029,1.330296554
4354,0.896786809,0.81813085,1.45171262,1.266259897
4921,0.963309169,0.779389231,1.620353334,1.180140297
747,0.472080517,0.976962653,0.603326474,1.656375642
3305,0.783353051,0.722646104,1.18879913,1.059876653
4802,0.947177665,1.340243418,1.578422209,2.819973242
5006,0.976179784,1.01586249,1.654296861,1.761744347
2574,0.709350082,0.897199052,1.032669761,1.45272353
1516,0.596495965,0.51524008,0.815745206,0.674040357
1084,0.531392163,0.637694165,0.701299146,0.892112945
3251,0.778145023,0.850042568,1.177429435,1.339746448
8076,1.92259489,1.949940308,5.83868109,6.028268037
1347,0.573988322,0.734779224,0.775333552,1.085021619
3919,0.846286719,0.810250832,1.330975196,1.248471905
1595,0.6061042,0.789900393,0.833275394,1.203176963
434,0.395972124,0.811042649,0.485827898,1.250252988
8079,1.925802479,2.08950452,5.860651987,7.080910243
47,0.219247031,0.738877361,0.245138827,1.093583856
3441,0.795265818,1.124886606,1.215029713,2.079867591
3206,0.774337154,0.797457839,1.169153836,1.21989043
2585,0.710324815,0.776740973,1.034652037,1.174374361
2439,0.698342763,0.593409559,1.010418206,0.810149718
5756,1.086587661,0.904595982,1.964142138,1.47093342
1022,0.521361843,0.874869501,0.684319868,1.398562264
3620,0.816357425,0.905514443,1.262244416,1.473203918
4807,0.948257013,0.943291015,1.581206726,1.568420234
9246,2.70670275,2.967561049,13.97980184,18.44443769
586,0.434865323,1.107772421,0.544755002,2.027606644
2328,0.688411507,0.685672678,0.990551044,0.985106724
4879,0.957029058,0.81266323,1.603948789,1.253902662
4568,0.919461639,1.445805712,1.507939849,3.245271231
1862,0.639994786,1.342230344,0.896470991,2.827570792
7517,1.590252985,0.741199852,3.90498966,1.098451836
6051,1.140661716,0.950861589,2.128838083,1.587938438
850,0.486837592,0.704342283,0.627162324,1.022516004
3082,0.760424592,0.68405449,1.139184308,0.981897046
10706,4.163056591,3.538047673,63.26766265,33.39969414
4359,0.897198677,1.056371112,1.45272261,1.875915654
7233,1.454290999,0.914923331,3.281446839,1.496583834
4328,0.893474073,0.868467164,1.443604182,1.383254913
7344,1.501358928,1.050166061,3.487783503,1.858125702
6120,1.154203642,1.009299631,2.171496765,1.743678754
5865,1.108547767,1.117952813,2.029954997,2.058586292
2680,0.720014826,0.75353695,1.05446367,1.124500997
10331,3.583395958,3.029304061,34.99557298,19.68283359
10520,3.838011438,3.290688091,45.43304758,25.86134034
1413,0.582448618,0.936855607,0.790417115,1.551944473
608,0.438154081,1.217096063,0.54984369,2.377365822
1692,0.619154145,1.119213761,0.857356323,2.062445442
1744,0.625549657,0.476621413,0.869273134,0.610623567
4366,0.897720442,0.798486914,1.454002689,1.22217604
2425,0.69738138,0.731764445,1.008486353,1.078745205
4934,0.965393191,0.89953452,1.625819902,1.458458482
8582,2.260325438,3.194141099,8.586208376,23.38921677
291,0.353151658,1.557009449,0.423547019,3.744611006
2922,0.742344885,0.798116765,1.100856009,1.221353656
5397,1.034582352,0.734385253,1.813930758,1.084200343
2724,0.72455346,0.712644429,1.063809321,1.039377122
8719,2.350839716,1.910579512,9.494378323,5.757003429
6041,1.138906993,0.885927352,2.123352653,1.425232393
3095,0.761884205,0.81236208,1.142308969,1.253224001
7545,1.606136602,1.291873129,3.983520664,2.639597611
2620,0.714330776,0.796260958,1.042819121,1.217235075
330,0.367751725,0.789805905,0.444483365,1.2029688
9453,2.844653022,3.622598284,16.19559114,36.43470757
2184,0.675238231,0.687623599,0.964500925,0.988983291
10725,4.191589441,3.762210416,65.12781373,42.04346487
10083,3.330439722,3.382541318,26.95062951,28.44550651
14,0.145948857,1.153034518,0.157137007,2.167791058
3708,0.824821954,0.83575507,1.281474522,1.306555001
9414,2.81526657,3.492055488,15.69762627,31.85340814
6323,1.189735352,0.750480398,2.286211403,1.118017264
4104,0.867424032,0.954112117,1.38077016,1.596364291
487,0.408109044,0.794689857,0.503971151,1.21375431
621,0.442043214,0.521690697,0.555882975,0.684873854
10115,3.357785951,3.42016049,27.72552071,29.5743215
9989,3.262301109,2.978897188,25.10954899,18.66611665
2614,0.713841482,0.735967043,1.041819826,1.087499719
4822,0.950606362,0.699510685,1.587278011,1.012767589
8112,1.945274376,2.812345062,5.995551003,15.64891521
9920,3.208683422,1.55575425,23.74648409,3.738659311
9057,2.580273014,3.343515709,12.20074166,27.31851154
5948,1.122832838,1.676075576,2.073548748,4.344540518
9026,2.55832807,3.525220378,11.9142076,32.96125711
10852,4.506439869,3.207510332,89.59870044,23.71747126
2960,0.745770737,0.713955457,1.108065573,1.042052556
9584,2.929234611,2.205672513,17.71330206,8.076353482
5747,1.085509972,1.901971807,1.960949435,5.699090742
8672,2.317463184,1.852324341,9.149893207,5.374619105
9551,2.906730852,3.657783465,17.29688546,37.77530074
6923,1.346087718,1.325658296,2.842363677,2.764662802
265,0.341420984,1.057707758,0.406945418,1.879762306
9929,3.215710445,2.277008818,23.92099062,8.747480272
3399,0.792090618,0.719189681,1.208007705,1.052769139
8326,2.088185978,2.504930688,7.070262245,11.24271037
8688,2.331139396,1.369425138,9.289658853,2.933089062
11045,6.422455406,2.977453802,614.5125935,18.63775133
3123,0.764676984,0.844110992,1.148300327,1.325909143
2107,0.665964072,0.684867092,0.946366054,0.983508194
1145,0.539142484,0.74130806,0.71453599,1.098678918
9948,3.231931891,3.303290998,24.32854172,26.20201355
510,0.413429118,0.932712416,0.51199371,1.541393153
960,0.510338155,0.758571387,0.665854417,1.135223632
7042,1.386104665,1.410825871,2.999241287,3.099339532
9962,3.243065019,3.051356945,24.61210315,20.14401623
6829,1.31609868,1.122546778,2.728845544,2.072669654
8834,2.428649431,2.008132586,10.34355148,6.449393249
914,0.502268324,0.600615475,0.65246535,0.823240614
3207,0.774443002,0.659966138,1.169383448,0.93472682
2732,0.724979768,0.718093673,1.064689327,1.05052052
8931,2.498619751,3.427049206,11.16569068,29.78566643
2406,0.695908358,0.719465022,1.005529986,1.053334428
6088,1.148286927,0.75055479,2.152787326,1.118174833
1454,0.588143772,0.964813707,0.800642908,1.624298722
10071,3.325643731,3.018321843,26.81689948,19.45693292
8360,2.115019369,1.927871475,7.289746329,5.874861343
8598,2.269222899,2.865541976,8.671881864,16.55856695
1835,0.637661609,0.707888159,0.892051346,1.029700325
9473,2.854539105,2.636074846,16.36643126,12.95830743
7445,1.549832989,1.506009232,3.710683381,3.508701661
10197,3.432146969,2.982790832,29.94300516,18.74283878
2589,0.710807347,0.83754214,1.035634058,1.310680662
6393,1.20345128,1.228759159,2.331595372,2.416986967
1597,0.606285686,0.817394384,0.833608138,1.264591488
6595,1.25556407,1.077682818,2.509817599,1.937864092
5414,1.037471359,1.02644125,1.822071978,1.791115258
8107,1.943036338,2.84345909,5.979912201,16.17507303
6438,1.214099461,0.739161865,2.367260349,1.094179574
4047,0.861685846,0.591488763,1.367147979,0.806676127
5885,1.112069492,0.926849682,2.040644477,1.526537231
11038,6.065440357,4.092599052,429.7123031,58.89536074
1491,0.593376252,0.652033192,0.810089428,0.919439453
1277,0.561322516,0.780543119,0.752989324,1.182657386
7821,1.748846677,2.047633735,4.747969586,6.749541924
866,0.490292233,0.800351031,0.632793306,1.226322299
1250,0.557384311,0.672807849,0.746099269,0.959732235
9796,3.088473372,2.047520149,20.94355275,6.748661734
7271,1.467849223,1.944497424,3.339890958,5.990117907
2018,0.657452534,0.681214638,0.929869789,0.976276736
4224,0.881381022,0.770077469,1.414231512,1.159933575
10450,3.750136011,3.565716299,41.52686573,34.36477609
4262,0.885660598,0.917025916,1.424585539,1.501838636
11049,7.726964177,1.468791815,2267.704351,3.343983633
7879,1.784021945,1.654332314,4.953754,4.229587034
2312,0.687270101,0.774816567,0.988280313,1.170194005
7562,1.613265215,1.877455856,4.01917318,5.536852993
10688,4.130749711,3.935664826,61.22455589,50.19617519
5593,1.061859472,0.770467451,1.891743108,1.160776075
6258,1.176915134,1.93691809,2.244350364,5.93733774
2929,0.742871801,0.910210999,1.101963275,1.484846778
10399,3.670484455,2.599719991,38.27092625,12.45996859
1193,0.54710738,0.700101246,0.72824662,1.013956602
1941,0.649251628,0.97137674,0.914107828,1.641578724
9116,2.616073049,2.382554178,12.68188984,9.832535784
5840,1.10381898,0.782121484,2.015660809,1.186105137
5517,1.052853291,0.712672248,1.865816472,1.039433856
9302,2.741763699,4.127337449,14.51432358,61.01259124
3047,0.756857581,0.650092624,1.131567407,0.915718262
9602,2.942970776,2.826899009,17.97212461,15.89299449
927,0.504960131,1.067449778,0.656919459,1.907954107
6482,1.228201027,1.108306243,2.415080369,2.029223279
6604,1.257532881,1.193841722,2.516734573,2.299733547
7664,1.663468747,3.36630319,4.27758574,27.97122772
10264,3.514617739,4.435086389,32.60308032,83.3594123
3678,0.821554185,0.785807085,1.274031358,1.194177114
367,0.378254318,1.224891435,0.459734132,2.40379653
3798,0.833244894,0.808421569,1.300772403,1.244362618
10605,3.98081512,4.001695191,52.56067482,53.69078282
424,0.393745807,0.718533579,0.482523654,1.051422754
4003,0.857122993,0.789905775,1.356371635,1.203188821
7837,1.757645357,1.641316471,4.79876728,4.161960613
3125,0.764726194,1.017286098,1.148406048,1.765678789
2039,0.659601104,0.850053435,0.934020707,1.339771874
1194,0.547226225,0.780890531,0.728452025,1.183415799
9725,3.026078066,3.355546121,19.61621838,27.66125243
10446,3.743540921,2.397088534,41.24732005,9.991129452
10820,4.4201401,2.626266692,82.10792796,12.82207141
9847,3.130152994,2.804780429,21.87747939,15.52344744
2215,0.679046532,0.847108893,0.9719966,1.332892451
694,0.459477342,0.764795618,0.583246272,1.148555204
3846,0.837573404,1.820851569,1.310752904,5.177116452
1281,0.561987781,0.777024585,0.754155915,1.174991127
1157,0.541161038,0.694018835,0.718000368,1.001744069
9739,3.037184225,2.472606817,19.84646157,10.85330601
135,0.272995751,1.07777059,0.313894662,1.938121966
7464,1.563685579,1.451760031,3.776392617,3.270624336
7467,1.565211309,1.046148458,3.783685665,1.846665923
9748,3.045046243,3.338214165,20.01100279,27.16877697
3264,0.779830963,0.588323756,1.181103547,0.800967024
10258,3.505870496,3.380665543,32.31042783,28.39032513
10438,3.727374045,2.36865468,40.56980428,9.683010545
9012,2.551001313,2.617579992,11.81993412,12.70252321
2348,0.69060602,0.788849705,0.994924131,1.200863328
10198,3.4336672,3.373674823,29.99008145,28.18558208
7243,1.457633042,1.172681595,3.295779556,2.230644313
5400,1.035471989,0.76278493,1.816435248,1.14423947
1418,0.583494392,0.933394396,0.792290466,1.543126923
8192,2.000922245,2.466494214,6.395873762,10.78107245
9632,2.96582868,3.347659165,18.41078191,27.43609148
7520,1.591274434,1.454208132,3.910002417,3.281092063
5273,1.016169135,0.946500087,1.762591352,1.576675719
4625,0.924761157,0.764072543,1.521266002,1.147002199
4913,0.961855089,0.950457172,1.616545899,1.586892044
9422,2.820543488,2.333329578,15.78597117,9.312219775
5193,1.002773356,0.773288373,1.725831055,1.166880061
9447,2.840152265,2.663736435,16.11837187,13.34980617
3219,0.775371061,0.752953707,1.171397699,1.123262258
4700,0.933872831,2.994966507,1.544343935,18.98469053
10649,4.056742063,3.62404882,56.78574177,36.48904736
2714,0.723527787,0.912569857,1.061693612,1.490715098
426,0.393860057,0.481367314,0.482693042,0.618285595
4040,0.861227186,1.020586148,1.366062512,1.774820743
5773,1.088862485,1.061535177,1.970892715,1.890805483
4091,0.864666929,0.71762242,1.374215172,1.049554433
9659,2.984540975,2.625338568,18.77742182,12.80924876
4048,0.861700313,1.421309396,1.367182225,3.142541117
6385,1.202406871,0.980957385,2.32811764,1.667008374
5616,1.065039239,0.781013344,1.900952812,1.183683968
5298,1.019044154,1.267929828,1.770545283,2.55348861
2619,0.714322951,0.69713447,1.042803136,1.007990499
2168,0.67262361,0.836725782,0.959371209,1.308795089
2588,0.71068372,0.739427697,1.035382415,1.094736347
5882,1.111841468,1.556442685,2.039951216,3.741922693
5026,0.979064793,0.866061052,1.661965589,1.377527428
10478,3.78981574,3.259427147,43.24824634,25.03461886
3061,0.758263635,0.865741512,1.134566614,1.376767835
5537,1.055315593,1.357532789,1.872881672,2.886592419
1703,0.620106351,0.863073534,0.859125751,1.370435122
543,0.424112777,0.704162503,0.528233934,1.022152429
8216,2.013768397,2.796442447,6.491495149,15.38624801
2340,0.689802967,0.572790378,0.993322744,0.773208075
4415,0.902278162,1.117614847,1.465212873,2.057552768
4026,0.859419661,1.158273296,1.361789657,2.184429958
1282,0.561997965,1.337329594,0.754173779,2.808858713
582,0.433513907,0.733252419,0.542668805,1.081840627
8197,2.00282511,2.19238585,6.40996051,7.956556644
1896,0.644682726,0.741648548,0.905382405,1.099393614
8721,2.351715672,1.996059649,9.503574964,6.359997912
1775,0.630067611,0.799886961,0.877737531,1.22528937
3,0.090869467,1.173520523,0.095126046,2.233355728
3721,0.826717429,1.101597345,1.285803101,2.008968548
10601,3.979673542,3.242476757,52.49956602,24.59704095
9061,2.583400518,3.156688746,12.24209165,22.49267678
4253,0.88481501,0.722068821,1.422536205,1.058687865
5200,1.003697661,0.723855491,1.728351719,1.062369348
952,0.508698116,1.555462384,0.66312459,3.73727646
8009,1.878648709,1.882248236,5.544655151,5.568255263
4339,0.894668032,2.117353937,1.446523487,7.309121913
439,0.396599618,1.409994082,0.486760539,3.095931164
6311,1.187913077,2.067722999,2.280228475,6.906798816
6425,1.211455694,1.155983343,2.358369855,2.177146106
10135,3.376274659,2.786781604,28.26155853,15.22870526
8861,2.442753544,3.023659675,10.5046758,19.56642054
8976,2.531674629,2.688958989,11.57454621,13.71634806
5306,1.019773063,1.120061561,1.772565495,2.065042885
7060,1.390651596,1.037179057,3.017466966,1.821247201
8490,2.193328207,2.790881369,7.965000896,15.29537571
88,0.248724116,1.149067707,0.282388194,2.155249921
3958,0.851488335,0.918795312,1.343131623,1.506269298
6742,1.292615737,1.27741476,2.642301409,2.587353557
6066,1.144401607,0.987771563,2.140561504,1.685243903
8830,2.425699043,2.846022907,10.31013293,16.21916327
4035,0.860021378,0.906919407,1.363211214,1.476681123
5470,1.046671726,0.67746756,1.848155882,0.968885329
9349,2.775742891,3.117767513,15.05054637,21.59587829
9836,3.119282907,2.532245104,21.6301459,11.58172173
9683,2.996572195,3.299929607,19.01680549,26.11073045
3995,0.856344305,0.769991675,1.354537471,1.159748274
3059,0.75814139,0.869525986,1.13430569,1.385779692
3728,0.827856884,0.766884295,1.288409155,1.153047531
7278,1.471768684,1.43761383,3.35693437,3.210636526
10149,3.385099236,2.771311086,28.52092211,14.97957087
5114,0.991155422,0.803831722,1.694345781,1.234084941
2754,0.726664892,0.984462701,1.068171517,1.676373485
8631,2.293241831,2.711612426,8.907002507,14.05352866
8158,1.981144768,3.605310367,6.251038993,35.79310145
7178,1.434101589,0.779795479,3.195873696,1.181026154
6138,1.157232911,1.137631309,2.181118648,2.119370782
6322,1.18956347,0.8087187,2.285646611,1.245029587
3963,0.85231281,0.68637209,1.345064273,0.986495617
7149,1.422870628,0.944256613,3.149013636,1.570901493
10012,3.279955353,2.818923032,25.5745862,15.75879227
3299,0.782938773,0.495380584,1.187892547,0.641122705
7131,1.414538673,2.970562326,3.114587858,18.50288349
6790,1.305014622,1.220864128,2.687743015,2.390115962
10600,3.976084766,3.533333152,52.30791216,33.23789775
3614,0.815613625,1.328299275,1.260562384,2.774618338
710,0.463249971,0.803392898,0.589230554,1.233104786
4938,0.967130768,0.753272571,1.630386433,1.123939398
4580,0.920864845,0.708047586,1.511461476,1.03002394
407,0.389371467,0.627651788,0.476052754,0.873206724
2751,0.726537216,0.731519327,1.067907478,1.07823573
8608,2.275596787,0.665625195,8.733726241,0.945706587
8650,2.30273875,1.65703992,9.001536688,4.243765882
1904,0.645882452,1.541302113,0.907669714,3.670668051
3118,0.76445218,0.880481807,1.147817435,1.412061575
1056,0.527097688,0.484444849,0.694008625,0.623273597
4238,0.882966285,1.455539155,1.418061739,3.286794089
6935,1.350680222,1.169475936,2.860050329,2.220304551
5303,1.019535746,0.859715774,1.771907596,1.362489117
3265,0.779891589,0.868416946,1.181235783,1.383135234
1123,0.536026319,0.711009168,0.709201528,1.036044934
5603,1.063545235,1.061535177,1.896622013,1.890805483
7591,1.631695867,1.566928434,4.112537555,3.791906908
3710,0.825011659,0.923115201,1.28190737,1.517119522
6962,1.359125789,1.697571616,2.892788695,4.460670672
8764,2.384770383,2.532118752,9.856569526,11.5801321
41,0.212537575,0.679745902,0.236812586,0.973376238
7068,1.392677249,1.194708489,3.025613208,2.302594887
8456,2.1726847,3.066114537,7.781828997,20.45836481
3244,0.777884025,0.865183221,1.176861205,1.375441277
9653,2.978568538,2.47808696,18.65965444,10.91844214
7134,1.41602615,1.379292114,3.120712767,2.972088846
4264,0.885815698,0.964020253,1.424961621,1.622217288
3737,0.828496409,0.849219427,1.289873118,1.337821299
3154,0.768771579,0.850784239,1.15711478,1.341482414
6932,1.349842446,1.809616488,2.856817826,5.108104452
1807,0.6351176,0.637193895,0.887244068,0.891166615
6249,1.175193028,1.162562323,2.238768056,2.198117396
7866,1.776490858,2.19349676,4.909084178,7.966512101
10417,3.693614304,2.456826298,39.18984308,10.66772284
7493,1.578952416,1.173350371,3.8498725,2.232805613
6535,1.240652233,0.762607069,2.457868065,1.143858127
9425,2.822378051,2.752125275,15.81679435,14.67591213
6637,1.267061842,2.837187309,2.55040557,16.06769182
10795,4.363328484,3.933894361,77.51804602,50.10561435
4202,0.878998149,0.750438116,1.408485554,1.117927711
7365,1.510440934,1.061550913,3.528727224,1.890850973
5386,1.033302282,1.242823513,1.810331034,2.465384222
633,0.444411845,0.590989146,0.559572656,0.805773706
10681,4.119635552,2.87879274,60.53681121,16.7927797
4560,0.918689124,0.861982295,1.506003176,1.367849821
4210,0.880013831,0.753846431,1.410933052,1.125158592
8537,2.220449383,2.448281965,8.211469414,10.56845463
131,0.27196124,0.876465205,0.312536126,1.402392714
2405,0.695816235,0.728635399,1.005345239,1.072250882
7917,1.809876296,2.477485679,5.109691592,10.91127796
1118,0.53470235,0.606942274,0.706940096,0.834812459
8443,2.164117773,2.373743994,7.70691705,9.737518326
96,0.251674937,0.67064438,0.28617788,0.955496998
774,0.476734017,1.066336823,0.61080494,1.904719486
5012,0.977324302,2.005154607,1.657336491,6.427242112
311,0.362280123,0.929267537,0.436601311,1.532653423
5736,1.083585962,1.016323997,1.955258016,1.763019206
11001,5.315528066,2.362982505,202.4719314,9.62258617
9688,2.998808049,2.875036901,19.06161021,16.72607822
700,0.460513204,0.676150351,0.584887147,0.966293603
3777,0.831651679,0.869599237,1.297109697,1.38595446
469,0.402937458,0.778184957,0.496213313,1.177516391
3284,0.781340507,0.597028654,1.184398505,0.816712691
4782,0.94341803,0.881925757,1.568746483,1.415546987
8791,2.397831356,3.514864406,9.999296938,32.61137011
2232,0.680120885,0.696834122,0.974116359,1.007387493
119,0.262779313,0.852332212,0.300539675,1.345109772
6001,1.130441053,1.384279421,2.09702215,2.991948354
9172,2.654167246,2.974363898,13.21314508,18.57716621
1427,0.584359031,0.822787723,0.793840821,1.276838193
9579,2.926918873,2.967200638,17.67001709,18.43743096
10088,3.338535478,2.463462399,27.17782942,10.74540851
2191,0.676087477,0.854425177,0.966169978,1.350023145
10448,3.748315877,3.096589504,41.44953153,21.12237421
1149,0.539742813,0.958279362,0.715565584,1.607206553
6179,1.164599594,0.893523765,2.204639469,1.443725612
1178,0.544706942,0.505746059,0.724103046,0.658222191
5022,0.978589462,0.833878205,1.660700575,1.302229969
9423,2.820838293,3.10823363,15.79092049,21.3814755
8708,2.345082194,2.978428552,9.434130315,18.65690256
6395,1.204183462,0.827181497,2.3340356,1.286864115
1965,0.651646768,0.980161138,0.918697879,1.664885622
6394,1.2040218,2.79312853,2.333496656,15.33203522
4377,0.89899695,0.991048782,1.457137243,1.694058471
10658,4.070180586,3.086161635,57.56753811,20.89288362
563,0.429050416,0.637091862,0.535798461,0.890973663
8956,2.516348251,2.973698476,11.38329332,18.56414347
5030,0.980288892,0.76504314,1.665226093,1.149087084
5165,0.999151086,0.761278253,1.71597522,1.141011226
9169,2.652164969,2.731552803,13.18471489,14.35671447
7267,1.466593307,1.514966416,3.334443841,3.549268342
5331,1.024391934,1.271230201,1.785401238,2.565235822
9594,2.936884384,2.886339756,17.85700351,16.92757008
10915,4.728781902,3.767756155,112.1576413,42.28283582
4972,0.97137002,0.837558623,1.641560973,1.310718749
7535,1.600245523,1.41466997,3.954248657,3.115128126
7881,1.785434835,2.561503269,4.962171945,11.95527795
1952,0.650439476,0.747864449,0.916382848,1.112483879
7739,1.704054368,2.185554645,4.49618584,7.895581075
6792,1.305151429,0.943312959,2.688247559,1.568476596
6345,1.193417635,1.401420402,2.29833447,3.060964074
9904,3.192504588,2.591721636,23.34933619,12.35274038
10988,5.235871344,2.665887816,186.8927543,13.38071131
9197,2.670795669,1.821330137,13.4514632,5.180073329
6759,1.297439282,0.811604882,2.659912654,1.25151851
2088,0.663783211,0.643126506,0.942125926,0.902419517
3617,0.815921864,0.840213838,1.261259285,1.316862357
10428,3.714844066,2.946969738,40.05218515,18.04814531
4060,0.862447113,1.538982069,1.368950696,3.659844456
6977,1.363278358,1.121516693,2.908987379,2.069506173
6329,1.190536523,1.5647012,2.288845275,3.781246086
333,0.368110228,0.632621228,0.44500131,0.882538681
5805,1.096052019,0.78328227,1.992329015,1.18864421
8681,2.32322657,2.330758583,9.208559857,9.285741163
3533,0.806767424,0.730865423,1.240653185,1.076877207
10538,3.865890112,2.823861701,46.74575259,15.84176311
6711,1.286737617,1.948634196,2.620954326,6.019094324
9058,2.580277081,2.978897188,12.20079534,18.66611665
10473,3.785052951,3.074289413,43.03800235,20.63450325
450,0.398725178,0.791703955,0.489924098,1.207154115
6888,1.333723332,0.850424342,2.795147709,1.340639873
1791,0.633190096,1.334927256,0.883609901,2.79971953
3184,0.771555791,0.839231681,1.163129014,1.314587952
9926,3.215208607,2.088926286,23.90848745,7.076238936
3772,0.831297629,0.910208954,1.296296549,1.484841697
293,0.355236823,0.595020815,0.426518447,0.813068684
5358,1.029229905,0.969225619,1.798909578,1.635902476
7381,1.516468407,1.835635385,3.556106436,5.269116183
1523,0.597473769,0.673769055,0.817521517,0.961616847
9282,2.729693943,1.334193153,14.328195,2.796931168
10738,4.214970974,3.785965151,66.69220101,43.07819215
10409,3.686139011,3.318801476,38.89053234,26.62721882
1981,0.653234393,0.979958704,0.921746471,1.664346213
4957,0.969802072,0.883141394,1.637422388,1.418485201
8742,2.371565596,1.946525908,9.714153196,6.00431164
7129,1.413807362,1.026111936,3.111579914,1.790196256
5678,1.07440588,1.01537332,1.92825265,1.760393715
8251,2.035272247,2.699746813,6.654335712,13.87596485
852,0.487314936,0.802807123,0.627939225,1.231797072
7017,1.379594135,1.390065538,2.973288681,3.015113187
3621,0.816413147,0.945602065,1.262370477,1.574362846
6027,1.135454424,0.87101454,2.112587656,1.389333699
8454,2.171047688,2.926238703,7.767464798,17.65732262
7025,1.380967537,1.012821584,2.978749353,1.753358899
6526,1.237778257,1.278076647,2.447944502,2.589728766
5648,1.070148566,1.108410088,1.915812658,2.029537865
9367,2.788362266,1.467723063,15.25437764,3.339343472
4791,0.945042568,1.313212162,1.5729229,2.718097683
9886,3.174185573,3.18286946,22.90734115,23.11585384
10813,4.409513297,2.789103034,81.22943245,15.26642283
10705,4.162885656,3.061879415,63.25667799,20.36767818
4281,0.887146371,0.704522372,1.4281906,1.02288027
10577,3.935238651,2.915116289,50.17436131,17.45095792
1110,0.534152507,0.796016729,0.706001805,1.216693628
5597,1.062571493,0.992678134,1.893802823,1.698451619
11044,6.28900205,3.909871933,537.6155494,48.89256197
6844,1.318669487,1.194031323,2.738444018,2.300359239
1303,0.565501479,0.887168675,0.76033033,1.428244759
1825,0.636784184,1.338075544,0.890391941,2.811700992
8367,2.118375594,2.471303907,7.317615324,10.83787228
1285,0.562559551,0.803869751,0.755159175,1.234169903
9963,3.244074769,3.846180974,24.63797803,45.81393776
9001,2.545076936,3.160223262,11.74420854,22.57585893
8511,2.206121152,2.323959862,8.080426401,9.216048457
500,0.411052983,0.824583715,0.508405274,1.28093105
2210,0.678733095,0.829249725,0.9713786,1.291598766
5936,1.12008346,1.007836825,2.065110007,1.739668219
8204,2.005816691,1.1288184,6.432161198,2.092000833
9517,2.884146098,2.922336315,16.88828623,17.58465639
4770,0.942222151,2.697038392,1.565676409,13.83572898
2238,0.680550342,0.825118145,0.974964339,1.282150374
10885,4.616286488,4.265030914,100.1178318,70.16712
9369,2.790397126,3.76806186,15.2874867,42.29606962
4365,0.897640848,0.739871904,1.453807373,1.095667051
8054,1.908610364,1.385107533,5.743710981,2.995255504
9873,3.152989538,2.815316086,22.40593302,15.69845309
9355,2.780140148,3.633534266,15.12128015,36.84633956
259,0.339018046,0.573270149,0.403568674,0.774059013
5210,1.004975236,0.832424361,1.731839621,1.298885318
50,0.22644742,0.777313788,0.254136666,1.175620232
4417,0.902425014,0.77693315,1.465574921,1.174792266
8483,2.189926064,2.428022401,7.934552505,10.33644096
7352,1.504577627,0.752274678,3.502251599,1.121820991
2963,0.746589829,0.8670493,1.10979298,1.379878176
8314,2.079719206,2.344278336,7.002221623,9.425746126
1472,0.591204653,0.70794984,0.806162905,1.029825523
9411,2.811774091,2.805372399,15.63941188,15.53323172
4299,0.889251757,1.126315886,1.433308264,2.084272731
4643,0.927783466,0.821539059,1.528897573,1.273996961
3880,0.841623223,0.843131422,1.32013001,1.323631868
10059,3.319451888,3.284821944,26.64519374,25.70422904
299,0.358271898,1.284417114,0.430854614,2.612561632
624,0.442566312,0.93797509,0.556697067,1.554802931
7456,1.559059558,1.019701998,3.754347954,1.77236847
1688,0.618930399,0.698476316,0.856940794,1.010686721
8612,2.277439071,2.75761714,8.751675057,14.76223895
4215,0.880435819,0.748939314,1.411950651,1.114755735
6567,1.24836158,1.289578809,2.484628992,2.631256781
10985,5.192176544,3.665531384,178.8595995,38.07689548
4448,0.906380971,0.993815469,1.475347948,1.701522408
8126,1.956441334,1.443669127,6.074107831,3.236210531
1142,0.538878713,0.72016889,0.714083804,1.054780213
971,0.511938668,0.71297299,0.668522773,1.040047292
3942,0.849359891,0.722314367,1.338149702,1.059193429
5337,1.025408064,0.851987493,1.788233006,1.344301508
3006,0.751766764,0.864946021,1.120743562,1.374877889
4162,0.874481859,0.856304074,1.39763266,1.354442747
8893,2.46868283,2.573579207,10.80688493,12.11267352
4982,0.972667031,1.167391375,1.644989329,2.213598621
5863,1.108143294,0.771023641,2.02872971,1.161978211
