SampleID,Actual log1p PCN,Predicted log1p PCN,Actual_PCN,Predicted_PCN
3885,0.842392747,0.755522054,1.321916093,1.128722541
1201,0.548754595,0.829472443,0.73109576,1.292109203
3352,0.78753461,1.024488702,1.197970886,1.785670788
8057,1.909474776,1.183096552,5.749542846,2.26446716
9571,2.921096613,2.430878921,17.56163123,10.36887003
2459,0.699834623,0.747867289,1.013419707,1.112489879
4245,0.883434889,0.909796102,1.419195118,1.483816037
398,0.38573552,0.691729906,0.47069565,0.997167459
9118,2.617246168,2.910745514,12.69794975,17.37048892
10523,3.841753555,2.859710604,45.60713099,16.45647437
1121,0.535492602,0.789670958,0.708289542,1.202671536
967,0.511247986,0.805058368,0.667370752,1.236827054
1147,0.539406727,0.675126362,0.714989104,0.964281171
9668,2.990137444,3.788305874,18.88841585,43.18148783
6839,1.318188801,0.781485401,2.736647433,1.184715034
9293,2.736770445,1.302305007,14.4370497,2.677764177
9194,2.667780898,3.640802816,13.40796096,37.12242974
9415,2.815526871,1.480716582,15.70197325,3.396094715
1458,0.588680147,0.40425959,0.801608986,0.498192812
5982,1.127521785,0.987964407,2.087994296,1.685761786
10650,4.05756556,3.516277319,56.83334775,32.65889362
10184,3.421229316,3.072847429,29.6070176,20.60332913
5682,1.074942965,0.819158741,1.929825793,1.268590562
3412,0.792517416,0.68812915,1.208950279,0.989989077
6670,1.275006795,1.626919833,2.578725727,4.088178119
8700,2.338845476,2.927121498,9.369258092,17.67380049
10545,3.881772999,4.056110284,47.51014731,56.74924548
427,0.393881569,0.369023446,0.482724938,0.446321514
5719,1.080881402,1.46767094,1.947276142,3.339117299
10802,4.37563049,3.744398135,78.48994137,41.28355057
2685,0.720313289,0.72505618,1.055076943,1.0648471
3902,0.844258717,0.735115523,1.326252764,1.085722928
8530,2.211043537,2.112523037,8.125233945,7.269078178
3889,0.843013805,0.823622388,1.323358586,1.278739383
3000,0.751158717,0.965740524,1.119454442,1.626732095
7692,1.677985906,1.639068966,4.354760113,4.150372108
7711,1.686639033,2.109923211,4.401296585,7.247607935
8725,2.358376514,2.07406276,9.573771141,6.957085265
5289,1.017689734,0.795286001,1.766795341,1.21507442
6227,1.171257225,1.324144214,2.226045956,2.758967107
9045,2.571875041,2.800041721,12.09034638,15.44533287
7931,1.818774767,2.006599546,5.164301116,6.437981781
6369,1.197900889,1.040921454,2.313154938,1.831825209
5484,1.048609645,0.766295911,1.853680729,1.151781085
6307,1.186729066,1.221193595,2.276346947,2.391233078
2236,0.680353491,0.780478604,0.974575604,1.182516577
6620,1.26345228,1.269517903,2.537613262,2.5591363
8760,2.382118253,1.703264756,9.82781464,4.491847698
9834,3.117451036,2.198485237,21.58872834,8.011353092
1785,0.631782032,0.598520893,0.880959524,0.819425684
7107,1.406826361,1.444765183,3.082976926,3.240856201
7417,1.533744073,1.609566214,3.635500023,4.000641549
761,0.474238691,0.751118421,0.606790468,1.119369038
10595,3.96339075,2.894020119,51.63549752,17.06579044
4148,0.87215874,0.679937355,1.392069139,0.973754083
9388,2.80189841,2.18995861,15.4758951,7.934843294
8222,2.017346489,1.06981785,6.518348421,1.914848512
1683,0.618061594,0.88686245,0.855328175,1.427501284
3706,0.824721594,0.796854038,1.281245564,1.218550463
10051,3.313264653,2.661869757,26.4746745,13.32304469
9142,2.635461084,3.522240658,12.94974298,32.86021269
2615,0.713970447,0.7906879,1.042083167,1.204912664
7603,1.641242289,1.191038558,4.161577702,2.290496805
4438,0.905567849,1.058061746,1.473336006,1.880781887
7708,1.685041685,1.434337128,4.392675721,3.196862104
457,0.400155242,0.853329646,0.492056309,1.347450031
4475,0.909399556,0.809380829,1.482831285,1.246516578
4220,0.881017882,0.909364794,1.413354967,1.482744978
1183,0.545504924,1.328758068,0.725479398,2.776350504
1530,0.598549759,0.840360231,0.819478204,1.317201554
3532,0.80670167,0.90155544,1.240505858,1.463431853
483,0.406206363,0.636442854,0.501112295,0.889746804
10780,4.329390723,4.369730521,74.89802956,78.02233397
4734,0.938694356,0.817868778,1.556641175,1.265666051
2816,0.732181657,0.819452339,1.079612664,1.269256714
1406,0.581462153,0.61322787,0.788651802,0.84638167
3013,0.753037249,3.127197748,1.123439647,21.80997061
9303,2.741919396,3.6074963,14.5167393,35.87361667
4217,0.880684509,1.100486282,1.412550554,2.005627251
5493,1.049639556,0.81847101,1.85662128,1.267030919
2301,0.686017832,0.601549834,0.98579201,0.824944972
7907,1.801104966,0.929370508,5.056335814,1.532914226
2357,0.691537516,1.015272159,0.996783261,1.760114485
6572,1.249305862,1.071622239,2.487921018,1.920112781
10187,3.423838324,3.200552456,29.68697581,23.54608709
4139,0.871328326,1.342905965,1.390083556,2.830157653
4695,0.933179037,0.735617427,1.542579297,1.086770023
2932,0.743475162,0.800926548,1.103231901,1.227603955
9189,2.665205334,3.009459479,13.37090008,19.27643712
3946,0.850037508,0.884933904,1.339734609,1.422824247
3608,0.815263278,0.688313171,1.259770542,0.990355311
3852,0.838301486,1.087783057,1.312435934,1.96768758
8288,2.061771996,1.244408177,6.859885163,2.470880045
7624,1.647771679,1.528935579,4.195389922,3.613263753
3609,0.815280802,0.792193653,1.259810142,1.208235219
6414,1.208647918,0.895045623,2.34895353,1.447447447
7072,1.393124592,1.06482329,3.02741444,1.900326422
2252,0.681781369,0.786420944,0.977397071,1.195524443
4123,0.869769032,1.013004416,1.386359617,1.753862347
6961,1.359006836,1.351470291,2.892325664,2.86310124
8385,2.128444786,1.936112041,7.401790064,5.931748159
6590,1.254544037,0.830860162,2.506239294,1.295292215
1434,0.585723177,0.759445384,0.796289551,1.137090627
9744,3.041949331,2.50467695,19.94603422,11.23960432
6109,1.153131017,0.872072891,2.168096762,1.391863791
10899,4.652671331,2.711558222,103.8647402,14.05271272
5351,1.027776606,0.795885522,1.79484488,1.216402802
8061,1.912777957,1.952801711,5.77187467,6.048407544
10049,3.312793037,1.932835757,26.46172006,5.909074946
7220,1.450483804,1.171872419,3.265177526,2.22803121
4457,0.907260048,0.712553665,1.477524926,1.039192029
4190,0.878027592,0.734367827,1.406149115,1.084164024
6945,1.354378722,0.837308211,2.874353158,1.31014019
8084,1.928780224,2.163888992,5.881111706,7.704925301
3495,0.801915924,0.856156124,1.229808983,1.354094433
8858,2.442479507,2.180460783,10.50152352,7.850383426
1655,0.614476284,0.638317589,0.848688158,0.893292902
9471,2.853854815,2.667049291,16.35455165,13.39742385
216,0.321650342,0.838482275,0.379402373,1.312854035
3053,0.757403271,0.723194258,1.1327309,1.061006093
8419,2.150732916,1.145125557,7.591152684,2.142835937
8343,2.103746464,3.112782166,7.196821556,21.48351032
8747,2.37417579,3.074288686,9.742155744,20.63448752
7700,1.682444579,1.10558461,4.378688542,2.020990054
5859,1.107737204,0.902937091,2.027500023,1.466837809
8171,1.987427282,2.95951699,6.296737146,18.28865289
3526,0.806106986,0.742123562,1.239173861,1.100391093
5659,1.071656766,3.441262775,1.920213605,30.22636516
8473,2.184114332,1.664202136,7.882777876,4.281457683
3449,0.796606381,1.109151768,1.218001091,2.031785646
10965,4.984239343,2.643704051,145.0924065,13.06520548
7393,1.523021711,1.344898038,3.586062033,2.837795211
2485,0.701684429,0.65466508,1.017147589,0.924497857
1766,0.628180914,0.884522859,0.874198149,1.421828562
8250,2.035207827,2.716728434,6.653842635,14.13073997
9036,2.567352255,3.177888259,12.03127523,22.99602662
1373,0.577976727,0.772768721,0.782428441,1.16575433
9124,2.620461683,2.846257948,12.7420666,16.22321095
1498,0.594111749,0.746397354,0.811421233,1.109386937
4685,0.931671221,0.903343151,1.538748444,1.467839696
883,0.495106264,0.911395335,0.640672574,1.487791415
2876,0.737725129,0.760244997,1.091172951,1.138800156
1747,0.62594617,0.607620232,0.870014472,0.836056806
10003,3.274609069,3.705850588,25.43289002,39.68463847
4889,0.958584965,0.86116689,1.608003445,1.365919852
1432,0.585145795,0.841053759,0.795252705,1.318809156
4337,0.894361092,0.844383023,1.445772666,1.326541949
6663,1.272866522,1.012652486,2.571074468,1.75289335
4656,0.929215172,0.991545853,1.532520804,1.695397942
7774,1.722039879,1.348133783,4.595931853,2.850233451
4429,0.904292647,1.556653717,1.470184013,3.742923497
346,0.372543278,1.180703757,0.451421292,2.256665298
1793,0.633403591,0.771456625,0.884012086,1.162914516
3111,0.76335599,0.746190547,1.145464309,1.108950746
4983,0.972786428,0.764703281,1.645305152,1.148356822
3817,0.834676108,0.833961752,1.304067658,1.302422322
5496,1.049842055,0.781967183,1.857199802,1.185767844
2762,0.727063986,0.720838694,1.068997077,1.056156974
4110,0.8680041,0.732126674,1.382151569,1.079498324
9548,2.904782204,3.105416523,17.26126599,21.31851321
7924,1.814844891,2.108076364,5.140123715,7.232389922
7231,1.453871392,0.799964046,3.279650691,1.225460913
1383,0.578678171,0.794617626,0.783679153,1.213594414
5098,0.989085056,0.843304666,1.68877327,1.324034458
10171,3.411773531,3.955521388,29.31896823,51.22291525
9589,2.933701576,2.409851785,17.7970807,10.13231105
8088,1.93191494,2.875976069,5.90271588,16.7427338
9832,3.116223388,2.39931582,21.56101435,10.01563712
3469,0.799699245,0.593298528,1.224871687,0.809948746
6022,1.134796519,0.861693323,2.110540543,1.367165678
39,0.21012275,0.927876994,0.233829503,1.529134107
10401,3.67271332,3.593980331,38.35855346,35.37858695
5955,1.123598138,0.934794827,2.075901835,1.546690892
10553,3.892786308,2.272874021,48.04735735,8.70725963
6496,1.231295093,0.880867832,2.425663217,1.41299287
6077,1.14570864,0.974547858,2.144669006,1.649968778
8353,2.110463932,2.348625573,7.252068795,9.471167974
6773,1.301138188,1.645206578,2.673475395,4.1820803
5125,0.993207458,0.988785364,1.699880352,1.687967587
3688,0.822675199,1.412642676,1.276582008,3.106794002
4629,0.925785977,0.851613983,1.52385117,1.343426051
2626,0.714910788,0.781335738,1.044004324,1.184388088
795,0.480381734,1.011545658,0.616691431,1.749848057
6030,1.135698,0.909796102,2.1133459,1.483816037
70,0.238381911,0.53401393,0.269193819,0.705765409
1479,0.592085837,1.272513756,0.807755168,2.569814937
6447,1.216432058,1.062043801,2.375123978,1.89227619
5833,1.101789735,0.707435664,2.009547499,1.028782104
2919,0.742277619,0.899141623,1.100714698,1.45749275
5547,1.056663596,1.063552012,1.876756937,1.896641644
4779,0.94325349,1.022982396,1.568323856,1.781477875
5489,1.04927683,0.884547978,1.855585298,1.421889397
5903,1.114550917,1.155940838,2.048198977,2.177011065
7814,1.74330871,0.823624914,4.7162255,1.278745139
2820,0.732559679,0.653714783,1.080398952,0.922669881
3782,0.831827918,0.578791175,1.297514573,0.783880727
1617,0.609658716,0.878371205,0.839803396,1.406976041
6011,1.131514122,1.025909348,2.100347252,1.789631053
6451,1.217456833,0.868564394,2.378584494,1.383486648
9240,2.704170154,3.003000366,13.94191206,19.14589138
7008,1.376769614,1.174374962,2.962081878,2.236119614
1971,0.652389939,0.700057822,0.92012433,1.01386915
7809,1.739919937,1.487927315,4.696887295,3.427908342
1511,0.596073957,0.795568553,0.814979108,1.215700382
10941,4.890388758,3.156033365,132.0052709,22.47728517
3231,0.776651443,0.673348901,1.174179698,0.960792839
533,0.420879202,0.772782041,0.523300256,1.165783178
673,0.454288778,0.879964992,0.575052772,1.410815307
4872,0.956114558,0.721521862,1.601568567,1.057562155
5638,1.069020422,0.870459843,1.912525057,1.38800871
5027,0.97955369,0.965761968,1.663267334,1.626788423
