SampleID,Actual,Predicted
9538,2.897856203,2.95831108467967
7532,1.596965547,2.222835978553663
6615,1.260867506,1.8653542205906015
2992,0.75045491,0.8006317069383242
8938,2.505635295,3.978188084590715
6098,1.150767602,1.1338574960701955
304,0.359448967,3.006449996920712
9642,2.971040827,2.440414284787431
5034,0.980637878,0.7556541490449287
1470,0.590848419,0.5660952618734476
1350,0.574684843,0.7184637033686374
1284,0.562488525,0.606976467994541
2742,0.725911968,0.6787526386686598
7298,1.479383486,1.1072167624999392
10913,4.725392302,2.740250091304743
651,0.449659507,0.8677329317837053
10912,4.721206275,3.7827144521520664
3833,0.836477682,0.6801040361664483
1795,0.633845197,1.0292413300250638
4684,0.931589191,1.3519795101251162
1713,0.621559297,0.7190872999175288
8611,2.27727397,3.3057169015328145
3274,0.780793498,0.7285297999119609
10163,3.402131523,2.596490004723447
7387,1.519941521,1.9954316286858556
5909,1.11568664,0.8231768426591526
3834,0.836479212,0.6338438728026994
6553,1.244951597,1.306060574010716
8860,2.442743445,3.0713100343526785
408,0.389501678,0.44522433564965963
2864,0.736821657,0.8297122901672757
3166,0.769915648,1.2099400393108088
10000,3.273592564,2.423574390667038
8365,2.117184313,1.5868448419417558
9507,2.876954762,3.7248705477046355
6657,1.272017541,1.0499824063109162
10346,3.610425785,2.6642977093925295
3933,0.848335233,1.2087653075671612
8845,2.433046818,0.7870529987805522
9266,2.720747482,2.4448488004500715
9040,2.569522865,1.532224899002128
9704,3.014515865,3.5301016227301645
3952,0.851128237,0.8676198157436277
3570,0.810743601,0.6570224929831185
3078,0.760128211,0.739300412435595
7529,1.595492486,1.4274173304557756
5516,1.052676952,0.9405277783703111
8644,2.299738862,2.9860552066191213
4789,0.944871223,0.9315848677479022
4132,0.870217559,1.0263642599908205
5559,1.057995362,1.0670179713652452
8383,2.125848301,2.5436256437550435
1671,0.616452372,1.2504301107195703
9635,2.96626359,3.402600667749034
4119,0.869001197,0.8521314384510865
740,0.469811495,0.8206074538578323
8480,2.187844462,2.8897321524157484
360,0.375638727,0.7488794645985432
3065,0.758680206,0.7284005434654803
10893,4.640878424,3.5316525952010664
4587,0.921061065,0.7608734654881144
7508,1.587910923,1.7717513764585626
2138,0.669289724,0.664740320126359
9336,2.764406446,2.057517542285638
1594,0.60605626,0.6569964082770833
839,0.485791604,0.7517221975617071
3520,0.805519904,1.1426495738974627
5456,1.045093636,1.0216366959286907
8583,2.26184073,1.9336868869938442
1634,0.611490066,0.675919194077161
9675,2.992174356,2.864133837302355
9577,2.925476468,2.3788462281864713
6134,1.156777565,0.8581054314432457
4993,0.974318333,1.3001074982818392
4176,0.876219963,0.6811737474221535
5025,0.978837772,1.0157750467798856
592,0.435309027,1.0552907401082536
5900,1.113999798,0.784509195877763
5254,1.012980643,0.8563138283354212
4053,0.86193488,2.0773087712933616
7173,1.432780872,1.187691122381596
33,0.198977697,0.9460516303932529
10950,4.92320055,2.914226310606342
4754,0.941164587,1.1666677477188943
10842,4.48172528,3.9083516540480754
4504,0.912081086,0.9418289364431696
9335,2.762384878,3.718682576896785
7839,1.758900951,1.2579958984186286
3328,0.785220736,1.0071407507240404
3941,0.849201667,0.8856053609667548
10629,4.024961763,3.3091084002917146
9848,3.131284289,3.6167011940046776
6723,1.28895171,0.958321848402921
8296,2.067147797,1.970481186941351
7965,1.844223636,1.2118235615350879
9448,2.840338915,1.2098035880814912
10634,4.036159277,2.9187296054591902
8067,1.915934601,2.2027199378428453
9343,2.768236535,2.0235249256846894
1805,0.635085773,1.3079275690583765
6666,1.274149207,1.2289543109864043
8040,1.902552702,1.4639275695399157
4977,0.972003489,0.7020913530565928
2910,0.741053196,0.8193432361020572
7741,1.705542754,2.0552000752891493
9883,3.17045576,3.5508410165832465
4193,0.878337452,0.7934890594423637
4918,0.962640037,0.8751760899629797
6061,1.14311509,1.1878903215830268
5965,1.125305473,0.9104693270978116
10770,4.313045752,3.2716787215662206
8767,2.385968255,1.8696707385617026
10635,4.037819449,3.7059471090701184
8182,1.996765005,1.4598037351142832
2085,0.663536766,0.7084235974760237
399,0.386154043,0.8375773422724669
9528,2.888710673,2.921590796437433
10726,4.191783013,3.707641777899381
3707,0.824783841,1.364779974100613
8676,2.320629287,2.107697934182623
5860,1.107744593,1.4094303550859948
6720,1.288868328,1.5397038364690412
8341,2.10256581,3.2033223546198744
6114,1.15368037,0.9020148138310957
5920,1.117503417,0.733357818644313
4610,0.923170988,1.0144643411982521
900,0.498755114,0.6376389927064448
6934,1.350400777,2.8107253974628366
7580,1.624436777,1.303280411314861
1954,0.650500812,0.8636280564017645
2390,0.694668508,0.6760346779376246
8763,2.384548462,2.089983721031429
6459,1.219231039,1.0129917367751362
9434,2.831839643,3.2067390154329796
5967,1.125578025,1.360954510035576
9910,3.1986015,3.1532014401119954
6429,1.212193129,0.725849594305455
107,0.258635566,0.5031728222787661
6434,1.213377275,1.1026554566613285
2417,0.696942968,0.648199709656958
6502,1.232552587,1.4127361517953243
3693,0.82325167,0.7637081902517096
6952,1.357063419,1.6429642605528245
5703,1.078819675,1.3336103248705538
10646,4.054701124,3.138085784483272
5206,1.004522925,0.7573675808413919
6524,1.237541702,1.0749391861921067
5697,1.077628395,0.7831915146742806
1496,0.593956659,0.8257044064294945
4372,0.898087241,0.8375784607500387
2684,0.720305618,0.9552576962871042
8832,2.426361683,2.9073290181872693
2167,0.672426845,1.0050642671852283
2319,0.68769165,0.7553988530621462
10236,3.477566056,3.6115438316608546
10860,4.523004685,3.9162361860954698
5013,0.977424378,0.7001593503392596
3522,0.805760432,0.8162515698546583
4411,0.90215887,0.8012292599302774
10990,5.24070502,3.429367649063803
1501,0.594825499,0.6720597844640951
318,0.363975673,0.8136627753508582
1512,0.59612073,0.7160459873671874
4387,0.900404258,0.9053869301724465
5079,0.986504447,0.7907965910841043
1010,0.517855277,0.8590018697495134
10517,3.836253387,3.524153905985723
7754,1.711359081,1.2245233302799061
321,0.364611343,1.048073652381069
5500,1.050723986,0.8643055216078417
518,0.415825263,0.7611507174708082
1453,0.58811307,0.9320013468863015
11050,7.793114262,1.4811057606042453
4474,0.90939612,1.896990006940983
2140,0.669323008,0.6805464742209226
9071,2.588927613,3.4779633603135878
2391,0.694905908,0.7641902016102086
9961,3.241847071,2.685877901387321
8520,2.207600631,2.0484801551274945
2678,0.719807111,0.8142010456985307
1710,0.621069207,0.96465969275914
3909,0.845581248,1.6530451387198923
4326,0.893130694,0.745386906381752
6884,1.331870332,1.31774725679607
218,0.321956176,0.9532309874807602
6106,1.152197152,0.904032525155823
3991,0.855933335,0.7808855894020504
4682,0.931463043,0.845187694744362
2791,0.729259479,1.2656474841454837
8170,1.986466624,1.575240511914463
7067,1.392667485,0.9468718970165493
9134,2.627733673,2.3075982514138356
932,0.505600771,1.5025028172089734
4077,0.863347417,0.747817524718775
5302,1.019318672,0.9984430657060249
1408,0.581498098,0.8237088958698103
7811,1.742685147,1.582545512398661
